menneskerettigheter,statsbudsjettet,23274,tilknyttede|257.0,folketrygdens|236.0,merverdiavgift|207.0,sykdommer|201.0,fiskerinæringen|191.0,utstedes|165.0,hente|158.0,etablerte|144.0,studenter|144.0,kjem|144.0
menneskerettigheter,frivillighet,20338,tilknyttede|257.0,folketrygdens|236.0,merverdiavgift|207.0,sykdommer|201.0,fiskerinæringen|191.0,låge|167.0,hente|158.0,mehamn|144.0,erstatninger|144.0,grensekontroll|139.0
menneskerettigheter,fylkeskommunenes økonomi,19557,merverdiavgift|207.0,sykdommer|201.0,kommuner|183.0,innførsel|177.0,hente|158.0,finansierte|144.0,studenter|144.0,søker|144.0,klimatiltak|144.0,grensekontroll|139.0
menneskerettigheter,toll,18544,tilknyttede|257.0,merverdiavgift|207.0,innførsel|177.0,låge|167.0,hente|158.0,erstatninger|144.0,finansierte|144.0,klimatiltak|144.0,grensekontroll|139.0,politi|137.0
menneskerettigheter,industri,18378,tilknyttede|257.0,folketrygdens|236.0,merverdiavgift|207.0,sykdommer|201.0,kommuner|183.0,innførsel|177.0,may|165.0,hente|158.0,undertegnet|145.0,erstatninger|144.0
barn,statsbudsjettet,38071,praktisert|308.0,konkurransetilsynet|250.0,naturressurser|244.0,priser|222.0,arbeidstid|213.0,innbyggertilskudd|208.0,unntaksvis|169.0,eiendeler|165.0,uførepensjon|165.0,grunnskole|165.0
barn,frivillighet,32903,fremje|250.0,gunstige|143.0,forbruket|143.0,statkraft|141.0,beredskapen|141.0,setesdal|141.0,selvstyret|137.0,utslippene|137.0,søknad|127.0,aktør|116.0
barn,fylkeskommunenes økonomi,31811,naturressurser|244.0,priser|222.0,konkurransemessige|207.0,gunstige|143.0,forbruket|143.0,statkraft|141.0,beredskapen|141.0,selvstyret|137.0,utslippene|137.0,søknad|127.0
barn,industri,29773,naturressurser|244.0,priser|222.0,konkurransemessige|207.0,gunstige|143.0,statkraft|141.0,beredskapen|141.0,skattekonkurranse|140.0,selvstyret|137.0,søknad|127.0,aktør|116.0
barn,svalbard,29294,naturressurser|244.0,priser|222.0,konkurransemessige|207.0,gunstige|143.0,forbruket|143.0,statkraft|141.0,beredskapen|141.0,selvstyret|137.0,utslippene|137.0,aktør|116.0
barnevern,statsbudsjettet,38190,forventes|309.0,folketrygdens|281.0,beløpet|166.0,mattrygghet|150.0,avgjøres|144.0,rammetilskudd|134.0,drifts|134.0,landskap|121.0,lotteritilsynet|121.0,eierskap|121.0
barnevern,fylkeskommunenes økonomi,33315,forventes|309.0,folketrygdens|281.0,bevilges|200.0,trossamfunn|200.0,inntekter|182.0,beløpet|166.0,oppstart|164.0,røde|161.0,heidi|157.0,særtillegg|155.0
barnevern,frivillighet,32943,forventes|309.0,folketrygdens|281.0,beløpet|166.0,mattrygghet|150.0,avgjøres|144.0,rammetilskudd|134.0,drifts|134.0,landskap|121.0,eierskap|121.0,forenkling|121.0
barnevern,psykisk helse,30089,forventes|309.0,gundersen|287.0,folketrygdens|281.0,informasjonssikkerhet|228.0,operasjonen|221.0,forsvarsdepartementet|221.0,bevilges|200.0,trossamfunn|200.0,høringsinstanser|191.0,forsikring|186.0
barnevern,svalbard,29660,forventes|309.0,folketrygdens|281.0,mellomfolkelig|227.0,bevilges|200.0,trossamfunn|200.0,inntekter|182.0,beløpet|166.0,oppstart|164.0,røde|161.0,organisasjonar|152.0
strafferett,statsbudsjettet,38300,reduksjonen|203.0,marginaliserte|194.0,forsikringer|193.0,varene|183.0,skjøtsel|177.0,hjelpemiddel|175.0,registeret|170.0,personopplysninger|169.0,administrasjons|169.0,gjøremål|167.0
strafferett,frivillighet,37417,reduksjonen|203.0,marginaliserte|194.0,forsikringer|193.0,varene|183.0,folkevalgte|180.0,skjøtsel|177.0,hjelpemiddel|175.0,registeret|170.0,personopplysninger|169.0,gjøremål|167.0
strafferett,fylkeskommunenes økonomi,35157,christoffersen|371.0,reduksjonen|203.0,varene|183.0,folkevalgte|180.0,hjelpemiddel|175.0,registeret|170.0,personopplysninger|169.0,administrasjons|169.0,bevilge|167.0,jegstad|167.0
strafferett,sivilrett,33068,reduksjonen|203.0,forsikringer|193.0,varene|183.0,forsikringsselskapene|181.0,folkevalgte|180.0,skjøtsel|177.0,registeret|170.0,gjøremål|167.0,bevilge|167.0,arbeidsgiver|167.0
strafferett,kommunenes økonomi,32689,christoffersen|371.0,reduksjonen|203.0,marginaliserte|194.0,forsikringer|193.0,varene|183.0,folkevalgte|180.0,bistandsavtaler|176.0,hjelpemiddel|175.0,registeret|170.0,administrasjons|169.0
